file,x_center,y_center,semi_major,semi_minor,angle,MorphType,PSType1,PolarOrHost,IsophoteLevel
PGC1307512,173.74,182.3,96.69,21.34,32.59,S,PR,Polar,26
PGC1358359,224.1,223.68,55.93,41.16,126.05,E,PR,Host,25
PGC1358359,224.37,224.02,53.19,21.55,48.85,E,PR,Polar,25
PGC1463891,350.03,348.09,89.41,18,132.26,S,PB,Host,25
PGC1463891,347.83,348.99,35.26,33.03,151.37,S,PB,Polar,25
PGC134013,384.8,386.02,68.51,58.47,104.08,E,PR,Host,25
PGC134013,385.78,386.55,102.73,51.87,151.97,E,PR,Polar,25
PGC1631460,253.5,253.5,49.94,25.8,27.66,S0,PR,Host,25
PGC1631460,249.88,255.34,90.57,27.94,157.24,S0,PR,Polar,25
PGC1391963,247.87,247.22,60.97,12.18,46.71,S,PR,Host,25
PGC1391963,245.79,244.68,21.15,16.7,128.88,S,PR,Polar,25
PGC1359642,250.69,244.82,65.7,16.17,77.29,S,PR,Host,25
PGC1359642,252.68,254.28,27.74,26.18,39.13,S,PR,Polar,25
PGC2059179,203.16,204.11,57.45,16.86,49.53,S,PR,Host,25
PGC2059179,203.74,207.38,29.54,16.63,4.6,S,PR,Polar,25
PGC176217,297.12,297.41,73.78,25.91,57.04,S0,PH,Host,25
PGC176217,297.99,299.76,74.41,69.54,64.39,S0,PH,Polar,25
PGC1933605,187.06,187.32,43.05,14.79,172.19,S,PR,Host,25
PGC1933605,188.49,188.08,30.4,15.79,52.66,S,PR,Polar,25
PGC173728,330.25,331.92,77.05,23.99,11.65,S,PH,Host,25
PGC173728,329.77,330.69,60.14,55.95,97.02,S,PH,Polar,25
PGC165061,176.57,177.42,30.81,26.09,53.09,E,PR,Host,25
PGC165061,175.51,179.11,59.63,25.77,107.55,E,PR,Polar,25
PGC1760895,298.3,298.12,64.65,13.79,10.23,S,PB,Host,25
PGC1760895,296.5,297.91,23.28,22.32,77.96,S,PB,Polar,25
PGC1949184,211.89,215.24,61.9,8.7,16.88,S,PB,Host,25
PGC1949184,217.21,215.68,15.66,13.85,114.41,S,PB,Polar,25
PGC174218,162.75,162.81,34.33,29.22,116.93,S,PR,Host,25
PGC174218,163.51,163.5,41.51,15.99,178.92,S,PR,Polar,25
PGC180935,470.76,473.06,97.91,25.02,100.91,S,PR,Host,25
PGC180935,470.58,476.01,58.13,50.11,178.31,S,PR,Polar,25
PGC1663212,295.22,294.67,91.06,15.34,91.06,S,PB,Host,25
PGC1663212,294.25,294.97,33.64,27.28,174.61,S,PB,Polar,25
PGC1803443,461.58,464.61,104.48,22.27,26.22,S,PR,Host,25
PGC1803443,464.63,465.8,43.94,26.01,116.36,S,PR,Polar,25
PGC1992945,205.98,205.96,29.68,29.3,57.55,E,PR,Host,25
PGC1992945,198.8,200.54,68.65,30.18,43.39,E,PR,Polar,25
PGC1947702,285.48,285.81,65.68,16.2,29.31,S,PB,Host,25
PGC1947702,289.03,289.52,26.26,21.95,131.61,S,PB,Polar,25
PGC1992418,249.73,250.61,65.72,16.46,50.19,S,PR,Host,25
PGC1992418,247.28,249.87,45.14,29.67,140.23,S,PR,Polar,25
PGC1680935,218.44,215.78,73.33,16.74,91.27,S,PR,Host,25
PGC1680935,217.58,219.85,43.01,38.85,14.25,S,PR,Polar,25
PGC1745967,199.71,199.87,44.25,9.98,97.05,S,PB,Host,25
PGC1745967,198.7,196.99,18.59,15.61,151.17,S,PB,Polar,25
PGC165321,169.19,167.4,43.85,35.7,49.08,S,PR,Host,25
PGC165321,178.46,167.96,53.61,21.9,137.35,S,PR,Polar,25
PGC200099,249.55,250.21,46.69,24.07,66,S0,PH,Host,25
PGC200099,251.79,250.4,63.47,47.97,159.97,S0,PH,Polar,25
PGC1806302,118.44,118.37,43.9,20.29,70.77,S0-a,PR,Host,25
PGC1806302,117.56,120.62,40.01,19.84,16.76,S0-a,PR,Polar,25
PGC1924389,160.43,160.58,39.6,31.07,38.14,S,PR,Host,25
PGC1924389,157.21,168.01,74.69,20.23,109.47,S,PR,Polar,25
PGC1912053,386.13,384.93,100.16,15.6,77.17,S,PB,Host,25
PGC1912053,386.82,383.92,29.43,22.42,156.92,S,PB,Polar,25
PGC1782809,355.41,357.25,70.78,13.14,64.37,S,PB,Host,25
PGC1782809,356.05,356.81,23.92,22,93.76,S,PB,Polar,25
PGC1722840,548.32,547.32,123.02,29.1,20.83,S,PR,Host,25
PGC1722840,546.66,557.14,92.73,33.17,93.86,S,PR,Polar,25
PGC170579,344.73,344.32,87.57,11.85,91.92,S,PB,Host,25
PGC170579,344.57,346.64,25.34,24.34,3.96,S,PB,Polar,25
PGC1705356,153.39,153.71,67.41,23.54,3.39,S,PR,Host,25
PGC1705356,161.21,158.42,41.97,19.02,41.85,S,PR,Polar,25
PGC1980643,142.56,142.3,88.19,21.66,14.81,S,PR,Host,26
PGC1980643,142.64,138.04,73.41,58.81,157.63,S,PR,Polar,26
PGC1682548,200.78,200.9,32.41,17.23,35.91,S0-a,PR,Host,25
PGC1682548,199.81,199.69,63.1,12.08,120.56,S0-a,PR,Polar,25
PGC1824061,245.6,248.17,69.41,15.31,46.75,S,PR,Host,25
PGC1824061,248.05,249.61,32.34,31.24,115.71,S,PR,Polar,25
PGC2032309,138.91,142.48,55.35,26.26,43.29,S,PR,Host,25
PGC2032309,143.16,147.17,47.83,25.22,106.56,S,PR,Polar,25
PGC175240,287.88,290.69,64.7,36.79,129.89,S0-a,PR,Host,25
PGC175240,284.9,292.36,90.26,22.61,5.83,S0-a,PR,Polar,25
PGC1650915,187.06,187.26,43.48,29.43,76.82,S0-a,PR,Host,25
PGC1650915,188.49,186.71,40.57,15.17,169.35,S0-a,PR,Polar,25
PGC1668011,254.94,257.99,63,14.26,55.44,S,PB,Host,25
PGC1668011,252.96,255.17,25.96,20.9,152.66,S,PB,Polar,25
PGC3084975,167.12,166.84,38.38,18.52,26.13,S0,PR,Host,25
PGC3084975,166.07,165.53,55.46,23.8,95.71,S0,PR,Polar,25
PGC2169989,393.66,392.38,35.48,32.88,103.87,E,PR,Host,23.5
PGC2169989,393.71,395.44,63.32,21.08,81.01,E,PR,Polar,23.5
PGC2184756,468.62,469.52,104.66,40.03,160.61,E,PR,Host,25
PGC2184756,467.31,464.71,72.09,22.49,65.24,E,PR,Polar,25
PGC3086359,422.22,422.49,82.5,54.43,74.53,S0,PH,Host,25
PGC3086359,425.83,419.82,124.27,68.62,151.87,S0,PH,Polar,25
PGC2555507,307.09,309.47,66.66,21.81,131.02,S,PR,Host,25
PGC2555507,307.42,309.39,37.48,16.63,57.88,S,PR,Polar,25
PGC2465942,150.51,152.67,66.49,22.36,26.73,S,PR,Host,25
PGC2465942,149.6,153.67,30.39,27.79,133.88,S,PR,Polar,25
PGC2172770,219.44,216.89,56.29,14.59,97.87,S,PR,Host,25
PGC2172770,219.37,218.07,20.12,18.2,2.52,S,PR,Polar,25
PGC2188844,322.02,330.65,98.55,21.66,174.17,S,PB,Host,25
PGC2188844,330.77,331.07,34.77,31.15,174.73,S,PB,Polar,25
PGC2317116,251.39,251.36,85.39,11.35,141.5,S,PB,Host,25
PGC2317116,251.23,251.8,23.87,23.43,53.27,S,PB,Polar,25
PGC2395792,107.39,109.07,55.31,24.92,108.55,S0,PR,Host,25.5
PGC2395792,105.88,108.21,42.87,14.86,18.64,S0,PR,Polar,25.5
PGC2314081,124.07,124.6,40.62,23.83,59.24,S,PR,Host,25
PGC2314081,123.76,123.92,41.2,26.26,155.95,S,PR,Polar,25
PGC2488865,246.79,246.34,48.21,33.62,68.64,S0-a,PH,Host,25
PGC2488865,244.1,243.89,57.99,42.22,159.51,S0-a,PH,Polar,25
PGC2225379,228.29,228.25,45.54,21.98,138.78,S0-a,PH,Host,25
PGC2225379,229.13,225.91,41.96,33.14,41.33,S0-a,PH,Polar,25
PGC2094821,332.96,336,78.48,14.11,51.54,S,PB,Host,25
PGC2094821,330.03,330.71,23.9,21.62,132.11,S,PB,Polar,25
PGC2260231,158.61,152.6,50.68,45.88,136.4,S,PR,Host,25
PGC2260231,154.6,147.81,65.78,25.53,109.03,S,PR,Polar,25
PGC2159253,423.27,421.85,94.25,76.77,89.02,S0,PR,Host,25
PGC2159253,430.53,425.43,122.11,39.15,52.38,S0,PR,Polar,25
PGC2224505,207.27,207.13,48.3,40.49,100.55,E,PR,Host,25
PGC2224505,205.98,203.88,71.08,22.69,63.26,E,PR,Polar,25
PGC2375323,174.21,175.58,80.77,17,37.52,S,PB,Host,25
PGC2375323,174.33,175.27,25.82,23.8,111.15,S,PB,Polar,25
PGC2270927,85.26,91,36.53,22.17,118.34,S,PR,Host,25
PGC2270927,85.77,86.19,35.37,17.52,41.16,S,PR,Polar,25
PGC3087486,321.75,321.59,83.08,69.63,67.46,E,PR,Host,25
PGC3087486,317.39,316.49,95.88,35.37,33.76,E,PR,Polar,25
PGC2086784,337.04,337.52,77.77,16.32,100.23,S,PB,Host,25
PGC2086784,338.21,337.77,24.5,17.44,6.3,S,PB,Polar,25
PGC2491969,144.35,145.43,39.32,9.52,6.47,E,PR,Host,25
PGC2491969,145.09,145.66,17,15.92,169.76,E,PR,Polar,25
PGC2544854,174.64,174.55,55.92,52.37,59.3,S0-a,PR,Host,25
PGC2544854,176.49,173,85.54,21.96,106.91,S0-a,PR,Polar,25
PGC2545162,203.91,205.06,57.49,47.08,169.04,S0,PR,Host,25.5
PGC2545162,207.68,211.17,102.89,24.66,60.98,S0,PR,Polar,25.5
PGC2210753,230.8,231.54,63.73,15.72,118.29,S0-a,PR,Host,25
PGC2210753,228.01,233.67,64.51,51.36,89.38,S0-a,PR,Polar,25
PGC2113625,181.6,183.27,49.59,15.8,33.5,S,PH,Host,25
PGC2113625,184.17,182.93,42.76,37.44,152.46,S,PH,Polar,25
PGC2327074,88.96,88.27,37.57,18.45,38.41,S0-a,PR,Host,25
PGC2327074,88.84,90.56,29.73,14.1,93.54,S0-a,PR,Polar,25
PGC2304667,278.35,275.05,83.44,19.27,53.66,S,PR,Host,25
PGC2304667,281.19,281.47,34.16,21.88,141.43,S,PR,Polar,25
PGC378767,179.36,181.01,39.14,25.25,128.42,S0,PR,Host,25
PGC378767,178.97,179.24,53.24,15.23,8.95,S0,PR,Polar,25
PGC3096527,116.25,117.89,52.42,18,10.87,S,PR,Host,25
PGC3096527,117.69,117.49,31.06,22.07,75.48,S,PR,Polar,25
PGC320520,204.46,204.62,14.99,12.21,91.48,E,PR,Host,22.5
PGC320520,201.5,202.9,86.53,46.74,34.4,E,PR,Polar,25
PGC350349,163.08,164.23,29.83,23.53,36.01,S,PR,Host,25
PGC350349,162.34,162.26,48.94,21.11,144.8,S,PR,Polar,25
PGC3099131,154.63,154.39,46.61,38.78,172.28,S0,PR,Host,24.5
PGC3099131,153.48,155.98,39.57,17.55,102.89,S0,PR,Polar,24.5
PGC411397,203,205.24,52.29,13.04,76.38,S,PB,Host,25
PGC411397,202.27,203.4,24.71,21.43,174.26,S,PB,Polar,25
PGC357935,238.15,240.06,49.19,25.02,27.66,S0,PH,Host,25
PGC357935,239.93,239.82,57.7,49.29,103.72,S0,PH,Polar,25
PGC374320,140.85,144.61,45.31,33,74.84,S0-a,PR,Host,25
PGC374320,142.32,140.66,65.63,17.3,61.44,S0-a,PR,Polar,25
PGC354687,180.9,182.71,44.24,38.18,93.1,E,PR,Host,25
PGC354687,178.15,181.11,75.25,33.86,167.29,E,PR,Polar,25
PGC3089505,225.64,224.34,46.52,25.73,1.06,S,PH,Host,25
PGC3089505,230.25,222.27,60.95,41.1,92.94,S,PH,Polar,25
PGC3091575,373.14,372.74,79.75,41.02,176.76,S0-a,PH,Host,25
PGC3091575,371.83,371.96,85.08,58.43,32.01,S0-a,PH,Polar,25
PGC379062,152.57,152.9,56.56,29.07,155.92,S0-a,PR,Host,25
PGC379062,156.89,149.53,41.52,20.49,14.53,S0-a,PR,Polar,25
PGC3110896,167.96,168.05,30.2,23.85,133.87,E,PR,Host,25
PGC3110896,168.1,167.8,40.81,28.07,66.26,E,PR,Polar,25
PGC407889,196.05,196.36,76.46,25.19,8.29,S,PR,Host,25
PGC407889,195.86,199.91,63.21,31.92,8.46,S,PR,Polar,25
