file,x_center,y_center,semi_major,semi_minor,angle,MorphType,PSType1,PolarOrHost,IsophoteLevel
PGC1424602,168.02,167.92,36.72,25.44,26.81,S0-a,PH,Host,25
PGC1424602,166.43,167.14,36.87,28.22,100.92,S0-a,PH,Polar,25
IC0273,1018.28,1017.67,194.78,63.48,122.48,S,PR,Host,25
IC0273,1011.04,1020.42,83.39,81.64,125.94,S,PR,Polar,25
PGC2088923,131.28,131.56,28.01,18.67,9.77,S0-a,PR,Host,25
PGC2088923,128.28,129.3,39.24,18.94,81.29,S0-a,PR,Polar,25
PGC010254,477.93,478,95.51,38.47,29.67,S0,PR,Host,25
PGC010254,476.08,486.72,112.02,50.62,96.24,S0,PR,Polar,25
DR8-0671m487-2395,79.81,80.84,27.03,8.12,57.02,S,PH,Host,25.5
DR8-0671m487-2395,84.53,83.25,28.28,12.59,155,S,PH,Polar,25.5
PGC1848988,138.1,138.78,41.5,30.06,28.24,S0-a,PR,Host,25
PGC1848988,139.5,135.22,48,16.62,94.33,S0-a,PR,Polar,25
PGC130672,254.18,253.59,82.09,58.27,94.37,S0-a,PR,Host,25
PGC130672,254.7,252.06,96.88,44.2,129.44,S0-a,PR,Polar,25
PGC024974,563.89,568.05,110.69,61.15,137.99,S0,PR,Host,25
PGC024974,565.55,565.39,144.55,63.42,100.26,S0,PR,Polar,25
UGC10713,524.16,520.03,242.63,59.61,96.5,S,PR,Host,25
UGC10713,522.31,518.45,200.82,106.06,9.57,S,PR,Polar,26
PGC1781518,490.22,492.09,121.94,93.22,12.67,S,PH,Host,25
PGC1781518,501.05,487.27,152.59,114.5,123.87,S,PH,Polar,25.5
SPRC94,60.17,62.39,23.61,9.84,84.65,S,PR,Host,25
SPRC94,60.08,57.99,23.81,9.48,164.05,S,PR,Polar,25.5
PGC2158226,212.11,212.76,72.01,60.4,6.68,E,PR,Host,25
PGC2158226,216.17,213.05,89.42,39.06,156.09,E,PR,Polar,25
PGC014809,402.59,402.6,94.42,29.7,28.64,S,PR,Host,25
PGC014809,405.46,405.1,61.04,32.59,101.59,S,PR,Polar,25
PGC047265,375.58,377.29,94.23,49.13,119.58,S,PR,Host,25.5
PGC047265,371.62,391.35,116.83,45.71,81.29,S,PR,Polar,25.5
PGC052709,230.49,235.1,89.25,42.93,121.24,S,PR,Host,25.5
PGC052709,236.03,233.97,77.14,56.96,46.14,S,PR,Polar,25.5
PGC128362,240.64,241.63,80.71,36.4,156.7,S,PR,Host,25
PGC128362,246.98,242.19,116.12,41.99,122.55,S,PR,Polar,25.5
PGC1509749,286.48,284.37,98.82,53.06,170.16,S,PR,Host,25
PGC1509749,284.04,284.61,55.58,16.32,103.71,S,PR,Polar,25
PGC3080482,224.96,224.99,55.81,40.61,128.79,E,PR,Host,25
PGC3080482,223.84,228.13,49.69,20.23,8.16,E,PR,Polar,25
PGC2387443,118.55,118.25,35.37,20.19,25.16,S,PR,Host,25
PGC2387443,121.46,116.09,46.03,19.4,93.32,S,PR,Polar,26
WISEAJ224314.38-395655.9,187.57,188.33,25.34,19.07,139.19,E,PR,Host,25
WISEAJ224314.38-395655.9,186.22,186.75,65.23,30.61,20.39,E,PR,Polar,25.5
PGC147888,323.61,320.78,106.06,62.7,28.89,S0,PR,Host,25
PGC147888,320.77,323.71,72.12,22.76,95.04,S0,PR,Polar,25
PGC1138787,295.98,295.97,69.91,44.57,59.56,S0,PR,Host,25
PGC1138787,306.5,291.43,156.01,57.26,109.51,S0,PR,Polar,26
PGC1812528,126.99,126.72,38.76,33.47,17.13,S,PR,Host,25
PGC1812528,123.96,139.11,44.33,14.57,72.49,S,PR,Polar,25
PGC881635,144.72,141.38,38.42,22.91,117.82,S0,PR,Host,25
PGC881635,145.15,139.77,49.47,21.05,160.41,S0,PR,Polar,25
2MASSJ22443540-0101516,72.24,72.07,18.46,15.58,11.72,E,PR,Host,25
2MASSJ22443540-0101516,73.56,73.44,39.28,9.83,175.41,E,PR,Polar,26
PGC111680,219.46,219.77,62.55,49.55,112.27,E,PR,Host,25
PGC111680,220.55,206.87,114.04,23.08,87.83,E,PR,Polar,25.5
PGC1309461,142.56,137.65,60.42,20.18,21.6,S,PR,Host,25
PGC1309461,141.4,138.65,42.11,17.43,108.66,S,PR,Polar,25
SPRC68,127.52,127.85,29.52,18.87,10.9,S0-a,PR,Host,25
SPRC68,130.45,122.3,70.16,21.62,114.72,S0-a,PR,Polar,26
PGC129268,239.21,237.89,58.88,55.01,97.83,S0,PR,Host,25
PGC129268,236.6,242.62,104.38,21.14,26.86,S0,PR,Polar,26
PGC1512601,118.49,118.36,29.89,21.35,45.11,S0,PR,Host,25
PGC1512601,118.04,118.52,39.09,14.55,84.08,S0,PR,Polar,25
2MASXJ11211141+3331278,158.83,160.11,39.1,15.44,177.92,S0-a,PR,Host,24
2MASXJ11211141+3331278,156.88,161.97,40.64,31.01,93.82,S0-a,PR,Polar,25
PGC070344,534.87,532.01,157.55,101.68,95.37,S,PR,Host,25.5
PGC070344,501.08,514.82,269.93,41.6,16.69,S,PR,Polar,25.5
PGC001031,274.92,275.91,97.7,35.19,34.57,S,PR,Host,25
PGC001031,277.64,278.82,102.79,93.31,139.23,S,PR,Polar,25
PGC386442,143.52,145.62,51.47,19.8,22.94,S0,PR,Host,25
PGC386442,143.83,146.33,36.95,20.92,145.98,S0,PR,Polar,25
PGC1477596,104.95,107.66,25.03,23.23,104.26,S,PR,Host,25
PGC1477596,92.14,110.39,59.32,11.94,164.57,S,PR,Polar,25.5
PGC456462,256.77,256.81,70.64,47.71,81.93,S0,PR,Host,25
PGC456462,253.56,262.97,152.87,40.54,160.23,S0,PR,Polar,26
PGC3664632,69.32,68.3,24.45,19.98,72.74,S,PR,Host,25
PGC3664632,69.98,69.14,34.14,9.71,173.61,S,PR,Polar,26
PGC2325616,108.98,104.75,39.25,19.15,81.73,S,PR,Host,25
PGC2325616,106.96,112.63,50.31,14.13,140.66,S,PR,Polar,26
ESO118-019,336.26,336.44,148.01,129.34,118.11,S0,PR,Host,25.5
ESO118-019,332.62,331.6,146.32,33.78,31.18,S0,PR,Polar,25.5
NGC0612,1011.47,1016.7,219.05,45.47,82.89,S,PH,Host,25
NGC0612,1019.03,995.09,221.49,186.19,14.68,S,PH,Polar,25
UGC10672,527.87,546.9,257.61,53.08,171.77,S,PR,Host,25
UGC10672,561.45,568.94,163.44,64.64,57.12,S,PR,Polar,27
PGC1950727,249.02,248.79,66.09,53.74,25.06,S,PH,Host,25
PGC1950727,249.16,248.28,57.39,14.86,87.56,S,PH,Polar,25
PGC111067,231.42,230.53,61.33,31.24,14.63,S,PR,Host,25
PGC111067,221.63,235.71,126.65,38.82,148.46,S,PR,Polar,26
PGC1282906,227.63,228.52,72.14,30.97,3.83,S0-a,PR,Host,25
PGC1282906,231.31,231.36,96.32,48.26,151.78,S0-a,PR,Polar,25
PGC1081477,403.95,397.89,89.1,58.86,89.45,S,PR,Host,25
PGC1081477,406.72,399.94,92.82,23.26,111.53,S,PR,Polar,25
PGC146989,274.77,275.48,59.69,14.82,110.44,S0,PR,Host,25
PGC146989,277.58,273.3,49.73,35.54,167.34,S0,PR,Polar,25
PGC474733,160.55,162.31,41.95,22.23,48.91,S,PR,Host,25
PGC474733,164.06,161.74,64.64,44,19.77,S,PR,Polar,26
PGC1060147,187.23,187.8,36.74,31,29.49,E,PR,Host,25
PGC1060147,187.28,184.75,46.56,35.03,160.18,E,PR,Polar,25
PGC2253220,146.35,146.17,53.7,22.48,165.58,S,PR,Host,25
PGC2253220,144.81,152.56,68.11,24.55,113.98,S,PR,Polar,25.5
UGC04739,418.01,417.24,64.51,42.79,58.26,S,PH,Host,25
UGC04739,411.3,419.49,108.53,60.55,12.78,S,PH,Polar,25
PGC1864114,294.51,293.78,47.59,35.71,162.72,E,PR,Host,25
PGC1864114,296.6,296.56,73.47,36.55,51.93,E,PR,Polar,25
2MASXJ10590262-0953197,154.21,153.91,35.29,16.79,140.78,S0-a,PR,Host,25
2MASXJ10590262-0953197,153.92,157.81,60.2,31.9,46.54,S0-a,PR,Polar,25
2MASXJ16243400+3640159,94.65,95.03,31.86,10.96,177.21,S0-a,PR,Host,25.5
2MASXJ16243400+3640159,91.97,94.73,36.74,14.61,78.93,S0-a,PR,Polar,25.5
PGC540624,216.51,217.37,44.81,35.86,73.82,S,PR,Host,25
PGC540624,218.34,216.24,54.71,20.56,47.23,S,PR,Polar,25
IC0051,661.67,663.89,134.04,50.4,28.4,S,PH,Host,25
IC0051,652.58,668.86,188.95,136.05,120.23,S,PH,Polar,25
PGC1132946,243.72,235.13,66.79,45.97,119.26,S0,PR,Host,25
PGC1132946,238.29,234.04,114.79,46.5,91.59,S0,PR,Polar,26
PGC3089875,198.83,200.42,68.99,45.19,53.11,S,PR,Host,25
PGC3089875,200.99,199.21,74.04,25.77,113.88,S,PR,Polar,25
PGC940634,229.99,226.09,67.67,34.81,95.42,E,PR,Host,25
PGC940634,229.46,225.49,50.21,42.05,26.25,E,PR,Polar,25
PGC3097519,261.38,261.29,51.83,37.68,65,S0,PR,Host,25
PGC3097519,257.77,258.72,59.72,19.43,90.48,S0,PR,Polar,25
PGC075081,97.55,96.09,41.06,20.1,161.09,S,PR,Host,25.5
PGC075081,94.82,101.54,64.58,11.15,6.84,S,PR,Polar,26.5
WISEAJ100629.44-073632.6,107.22,106.91,32.34,16.46,84.67,S0-a,PR,Host,25
WISEAJ100629.44-073632.6,106.71,106.85,42.08,18.38,176.82,S0-a,PR,Polar,25
PGC2353352,130.84,130.59,49.22,24.79,140.4,S,PR,Host,25
PGC2353352,133.21,129.23,44.24,19.29,6.26,S,PR,Polar,25
SDSSJ153230.03+083617.4,96.33,98.83,25.58,12.71,82.63,E,PR,Host,25
SDSSJ153230.03+083617.4,96.59,96.94,35.76,13.21,128.77,E,PR,Polar,25
PGC073636,287.93,287.85,71.84,28.39,173.99,S,PR,Host,25.5
PGC073636,291.55,283.73,76.59,22.88,126.13,S,PR,Polar,25.5
PGC2358821,109.2,111.85,51.67,13.4,137.83,S,PR,Host,25
PGC2358821,109.75,110.39,38.83,21.59,28.02,S,PR,Polar,25.5
PGC1302609,195.97,194.96,45.28,21.7,174.72,S,PR,Host,25
PGC1302609,195.4,195.03,37.34,31.94,90.12,S,PR,Polar,25
PGC1599180,201.27,200.84,48.74,25.9,179.62,S0-a,PR,Host,25
PGC1599180,199.12,197.07,46.17,26.68,42.7,S0-a,PR,Polar,25
PGC3097369,156.95,157.22,29.68,20.85,164.18,S0-a,PR,Host,25
PGC3097369,154.91,156.52,46.13,30.19,84.82,S0-a,PR,Polar,25.5
PGC816231,203.24,204.75,43.09,13.35,46.86,S0-a,PH,Host,25
PGC816231,203.9,204.92,44.51,37.8,59.57,S0-a,PH,Polar,25
PGC1793077,136.84,137.07,38.92,32.16,27.72,E,PR,Host,25
PGC1793077,136.5,133.15,49.17,33.41,120.8,E,PR,Polar,25
2MASXJ14075753+5926336,174.41,170.08,42.26,23,48.3,E,PR,Host,25.5
2MASXJ14075753+5926336,169.3,171.3,53.04,16.48,163.49,E,PR,Polar,25.5
PGC735083,308.01,308.2,97.94,33.08,20.72,S0,PH,Host,25
PGC735083,307.27,304.45,90.07,62.79,53.56,S0,PH,Polar,25
2MASXJ08554221+3356119,203.42,203.03,36.06,28.95,7.05,S0-a,PR,Host,24.5
2MASXJ08554221+3356119,202.75,200.91,51.22,26.41,136.9,S0-a,PR,Polar,25
PGC175845,155.69,158.88,65.71,37.48,51.17,S,PR,Host,25
PGC175845,155.14,168.05,98.14,49.45,103.2,S,PR,Polar,25
SPRC105,82.95,85.48,30.44,8.61,45.13,S,PB,Host,25
SPRC105,83.86,85.35,25.12,22.61,131.17,S,PB,Polar,25
UGC10471,449.43,447.22,111.32,64.86,64.76,S,PR,Host,24
UGC10471,457.09,473.25,223.32,137.9,65.04,S,PR,Polar,26
PGC054598,480.56,490.29,158.52,85.71,76.06,S,PR,Host,25
PGC054598,484.28,492.75,187.3,43.48,51.9,S,PR,Polar,25.5
PGC054204,140.59,141.45,45.63,27.27,43.34,S0-a,PR,Host,25
PGC054204,147.15,142.72,64.35,23.13,10.34,S0-a,PR,Polar,25.5
PGC3082931,134.63,134.69,42.09,22.57,35.12,S0,PR,Host,25
PGC3082931,132.32,134.54,48.7,43.16,175.21,S0,PR,Polar,25.5
SDSSJ125309.75+494832.5,341.58,342.06,42.98,24.46,48.03,E,PR,Host,25
SDSSJ125309.75+494832.5,345.71,343.53,39.72,14.4,133.46,E,PR,Polar,25
PGC094856,169.86,170.72,40.86,29.98,86.8,S0,PR,Host,25.5
PGC094856,171.87,162.92,58.74,16.42,147.44,S0,PR,Polar,25
PGC1248904,133.89,135.07,37.72,33.53,111.53,E,PR,Host,25
PGC1248904,141.75,138.55,82.36,14.83,22.27,E,PR,Polar,26
SDSSJ140435.21+555536.8,343.65,343.95,12.09,8.15,97.72,S0,PR,Host,25
SDSSJ140435.21+555536.8,344.47,343.52,27.16,8.19,6.87,S0,PR,Polar,26
PGC462216,136.43,136.86,50.76,47.13,167.69,E,PR,Host,25
PGC462216,139.65,136.2,50.7,16.71,127.71,E,PR,Polar,25
PGC413376,209.31,208.88,69.18,52.86,69.6,S0,PR,Host,25
PGC413376,207.36,208.72,175.04,27.95,112.67,S0,PR,Polar,26.5
SDSSJ011405.69-005647.0,76.02,76.5,31.05,14.23,169.15,S,PR,Host,25
SDSSJ011405.69-005647.0,76.62,75.67,32.17,14.67,85.02,S,PR,Polar,25.5
WISEAJ004519.94-034010.2,344.23,344.93,25.1,18.47,141.86,S0,PR,Host,25
WISEAJ004519.94-034010.2,344.91,345.05,44.08,15.22,50.48,S0,PR,Polar,25
PGC2273638,262.01,262,52.72,17.58,4.42,S0-a,PH,Host,25
PGC2273638,263.18,264.04,58.57,48.63,83.57,S0-a,PH,Polar,25
PGC746253,182.44,182.32,47.45,32.43,94.79,S0,PR,Host,25
PGC746253,194.09,179.23,104.15,27.3,169.68,S0,PR,Polar,26
PGC1815123,224.93,225.5,91.58,23.99,41.56,S,PR,Host,25
PGC1815123,229.87,241.54,129.2,66.03,37.83,S,PR,Polar,27
PGC1716739,286.7,285.83,64.11,42.49,132.77,S0-a,PH,Host,25
PGC1716739,288.24,290.65,79.02,60.15,26.99,S0-a,PH,Polar,25
PGC427409,212.28,212.43,44.53,17.89,51.49,S0,PR,Host,25
PGC427409,213.29,211.9,47.68,14.66,179.59,S0,PR,Polar,25
PGC3089321,154.05,152.98,53.03,43.37,121.92,E,PR,Host,25
PGC3089321,149.09,150.61,76.35,42.53,67.29,E,PR,Polar,26
PGC051821,240.6,246.58,64.66,33.81,106.23,S,PR,Host,25.5
PGC051821,242.88,243.03,67.29,49.51,168.06,S,PR,Polar,25.5
PGC1460637,224.96,222.19,35.49,28.35,4.01,S0-a,PR,Host,25
PGC1460637,229.54,224.98,108.62,20.68,41.6,S0-a,PR,Polar,25
PGC069158,327.48,326.83,116.38,77.15,89.65,S0,PR,Host,25.5
PGC069158,333.31,301.82,147.28,130.28,175.94,S0,PR,Polar,25.5
PGC085641,141.34,146.34,78.34,15.44,7.13,S,PB,Host,25.5
PGC085641,144.61,146.75,34.82,33.38,25.23,S,PB,Polar,25.5
PGC192557,221.42,224.14,81.68,69.55,104.31,E,PR,Host,25
PGC192557,221.62,222.96,72.44,22.5,148.82,E,PR,Polar,25
PGC045156,564.43,562.98,137.62,111.56,79.83,S,PR,Host,25.5
PGC045156,554.78,570.3,204.89,90.25,144.34,S,PR,Polar,25.5
PGC1364455,158.68,155.88,58.67,23.57,146.99,S,PR,Host,25
PGC1364455,157.57,157.81,65.19,35.13,92.58,S,PR,Polar,25.5
WISEAJ221556.66+023210.2,143.7,145.22,32.88,19.45,105.79,S0-a,PR,Host,25
WISEAJ221556.66+023210.2,148.49,146.59,85.19,17.54,13.78,S0-a,PR,Polar,26
PGC2226774,135.4,137.58,59.37,29,86.26,S,PR,Host,25
PGC2226774,130.32,134.19,58.37,21.88,14.32,S,PR,Polar,25
PGC3130409,93.95,93.31,34.14,26.08,63.72,S,PR,Host,25
PGC3130409,93.71,91.7,46.71,14.08,17.47,S,PR,Polar,26
PGC1023577,184.14,183.99,42.99,27.18,17.54,S0-a,PR,Host,25.5
PGC1023577,188.52,187.08,88.03,24.68,60.08,S0-a,PR,Polar,25.5
PGC1432395,166.22,167.87,61.08,28.65,32.86,S0-a,PR,Host,25
PGC1432395,175.08,180.69,89.63,55.39,163.24,S0-a,PR,Polar,26
IC1033,397.35,392.28,143.51,136.19,150.42,S,PR,Host,25
IC1033,394.81,392.61,139.32,76.24,66.56,S,PR,Polar,25
PGC214908,153.18,154.12,58.66,24.74,34.18,S,PR,Host,25
PGC214908,152.1,156.14,64.06,37.47,85.88,S,PR,Polar,25.5
PGC2054841,224.54,223.56,94.99,29.79,15.76,S,PR,Host,25
PGC2054841,221.42,221.05,54.37,48.14,29.73,S,PR,Polar,25
SPRC21,102.46,102.43,20.39,10.75,103.25,S0,PR,Host,25
SPRC21,102.07,103.19,31.6,12.48,7.09,S0,PR,Polar,25
2MASXJ16255614+3725303,185.7,182.79,43.48,29.63,118.76,S,PR,Host,25.5
2MASXJ16255614+3725303,188.7,189.36,91,30.16,58.94,S,PR,Polar,25.5
PGC1368975,144.22,145.03,74.3,15.8,50.13,S,PR,Host,25
PGC1368975,139.93,154.68,35.19,19.72,135.88,S,PR,Polar,25.5
2MASXJ13523934+0106088,348.03,339.93,74.27,22.15,67.76,E,PR,Host,25.5
2MASXJ13523934+0106088,348.87,344.3,35.09,11.8,176.37,E,PR,Polar,25.5
2MASXJ21392354+1152186,156.99,151.36,71.73,18.17,2.74,S0-a,PR,Host,25.5
2MASXJ21392354+1152186,152.31,152.81,32.86,15.15,90.65,S0-a,PR,Polar,25.5
SPRC46,75.54,75.54,25.51,12.32,163.19,S,PR,Host,25
SPRC46,74.88,77.28,32.61,13.88,107.86,S,PR,Polar,25.5
SDSSJ013905.96+192559.9,103.39,103.46,31.78,14.74,18.56,S0-a,PR,Host,25
SDSSJ013905.96+192559.9,104.46,101.37,43.43,13.55,111.55,S0-a,PR,Polar,25
2MASXJ15384558+6527384,107.59,106.21,19.7,14.72,165.85,E,PR,Host,25.5
2MASXJ15384558+6527384,108.05,104.2,53.08,11.78,74.39,E,PR,Polar,25.5
PGC2546125,140.28,136.88,47.36,16.41,86.16,S,PR,Host,25
PGC2546125,140.95,142.25,26.19,11.42,130.93,S,PR,Polar,25
PGC348614,109.38,110.7,46.56,26.19,37.89,S,PR,Host,25
PGC348614,110.85,108.64,35.64,19.94,89.83,S,PR,Polar,25
PGC1572416,276.09,275.96,65.23,43.59,170.04,S0-a,PH,Host,25
PGC1572416,278.32,277.13,67.95,51.45,38.88,S0-a,PH,Polar,25
PGC129571,250.08,250.95,54.11,52.93,56.11,S0,PR,Host,25
PGC129571,239.35,254.54,143.74,36.77,146.34,S0,PR,Polar,26
PGC836567,243.54,243.82,48.86,25.01,106.37,S0,PR,Host,25
PGC836567,240.67,244.62,64.27,39.05,148.29,S0,PR,Polar,25
PGC1784836,271.42,271.1,58.5,37.07,22.96,S0,PH,Host,25
PGC1784836,272.28,271.95,63.93,48.02,57.57,S0,PH,Polar,25
PGC192218,144.99,148.73,43.48,26.87,149.04,S,PR,Host,25
PGC192218,144.41,142.45,63.99,18.71,81.98,S,PR,Polar,25
PGC053937,729.98,730.07,160.01,62.52,3.36,S,PH,Host,25.5
PGC053937,732.01,729.98,155.95,121.72,146.73,S,PH,Polar,25.5
PGC142981,145.9,146.06,45.3,32.36,111.58,S,PH,Host,23.5
PGC142981,145.75,146.22,64.75,62.46,10.72,S,PH,Polar,25.5
PGC1399952,167,167.32,45.98,35.52,116.24,S0,PR,Host,25
PGC1399952,158.51,173.62,66.39,23.01,140.92,S0,PR,Polar,25
2MASXJ14341445+5448283,136.32,137.11,37.2,10.67,97.28,S0-a,PR,Host,25.5
2MASXJ14341445+5448283,136.65,136.32,21.66,8.51,22.16,S0-a,PR,Polar,25.5
PGC518074,191.71,189.39,35.17,30.03,102.74,S0,PR,Host,25
PGC518074,189.69,190.56,54.02,11.62,168.87,S0,PR,Polar,25
PGC982233,152.67,154.78,77.43,22.5,160.54,S,PR,Host,25
PGC982233,157.74,153.28,58.29,33.88,39.4,S,PR,Polar,25.5
PGC1014370,111.57,113.61,34.28,23.45,141.38,S0-a,PR,Host,25
PGC1014370,113.15,115.05,46.87,19.73,166.43,S0-a,PR,Polar,25
ESO345-044,298.26,298.5,101.67,93.21,3.84,S,PR,Host,25
ESO345-044,300.38,298.34,119.41,56.44,19.09,S,PR,Polar,25
SPRC19,66.73,67.31,24.38,12.97,20.13,S,PR,Host,25
SPRC19,67.33,68.62,25.23,10.3,98.79,S,PR,Polar,25
PGC144228,201.52,202.33,71.38,46.39,12.14,S,PR,Host,25
PGC144228,203.5,205.42,101.99,39.6,61.17,S,PR,Polar,26
PGC128288,445.14,442.27,92.84,41.32,154.61,S,PH,Host,25
PGC128288,440.43,441.66,107.71,84.25,32.18,S,PH,Polar,25
PGC2720006,327.04,330.56,69.96,17.62,157.77,S,PR,Host,25
PGC2720006,328.16,329.5,35.94,33.84,122.34,S,PR,Polar,25
PGC939334,192.2,186.32,71.43,25.72,167.33,S,PR,Host,25
PGC939334,183.16,189.4,44.72,32.14,114.67,S,PR,Polar,25
PGC147002,257.44,257.04,80.51,73.74,6.59,S,PR,Host,25
PGC147002,258.26,255.47,129.18,29.25,25.96,S,PR,Polar,25.5
2MASXJ00012375-0051067,344.26,344.2,35.46,17.44,112.05,S0,PR,Host,25
2MASXJ00012375-0051067,346.63,341.75,75.09,28.56,134.55,S0,PR,Polar,25
PGC2029644,189.5,189.43,45.61,21.72,83.95,S0-a,PR,Host,25
PGC2029644,186.53,193.93,87.41,21.18,122.1,S0-a,PR,Polar,26
PGC390269,161.82,162.01,44.79,15.68,52.82,S0,PR,Host,25
PGC390269,159.45,160.38,90.53,28.49,53.01,S0,PR,Polar,26
PGC538486,144.37,143.86,33.65,11.89,23.41,S,PH,Host,25
PGC538486,143.51,143.96,32.3,22.95,129.89,S,PH,Polar,25
PGC3771910,101.39,100.72,41.58,38.52,47.53,S,PR,Host,25
PGC3771910,100.54,100.42,51.94,18.17,14.74,S,PR,Polar,26
PGC1010151,222.94,224.44,82.67,56.44,45.03,S,PR,Host,25.5
PGC1010151,224.98,225.04,94.05,66.62,147.21,S,PR,Polar,25.5
PGC032168,491.65,490.35,107.31,90.75,165.23,S,PH,Host,25
PGC032168,488.32,490.4,126.29,81.58,22.35,S,PH,Polar,25
NGC6831,593.33,593.07,188.1,179.87,10.2,E,PR,Host,25
NGC6831,580.97,597.16,219.32,86.41,133.28,E,PR,Polar,25
ESO155-042,320.23,329.41,91.48,57.59,155.78,S,PR,Host,25
ESO155-042,324.06,324.29,143.51,42.66,4.84,S,PR,Polar,25
PGC1721728,296.65,295.97,60.02,40.24,161.96,S0-a,PR,Host,25
PGC1721728,295.44,295.91,80.28,35.3,118.4,S0-a,PR,Polar,25
ESO193-011,871.46,880.5,181.01,66.11,68.65,S,PR,Host,25
ESO193-011,883.42,892.44,215.12,56.73,38.2,S,PR,Polar,25
PGC441172,488.69,491.09,90.82,25.05,46.26,S0,PH,Host,25
PGC441172,489.07,490.94,91.91,64.99,26.72,S0,PH,Polar,25
PGC340221,180.86,180.65,45.02,27.69,148.44,S0,PR,Host,25
PGC340221,185.16,176.71,51.86,38.84,41.47,S0,PR,Polar,25
PGC740055,182.84,182.32,52.67,30.83,123.09,S,PR,Host,25
PGC740055,183.63,182.12,36.28,13.31,16.96,S,PR,Polar,25
WISEAJ112252.68+092517.9,65.28,66.07,16.78,8.93,36.17,S0-a,PR,Host,25
WISEAJ112252.68+092517.9,66.52,67.07,21.04,12.57,149.22,S0-a,PR,Polar,25
PGC1527309,216.04,215.88,52.01,28.77,118.96,S0,PH,Host,25
PGC1527309,215.3,216.39,65.71,44.39,52.67,S0,PH,Polar,25
PGC1754719,152.95,152.79,37.86,21.26,79.34,S0-a,PR,Host,25
PGC1754719,152.38,153.2,43.63,34.44,131.5,S0-a,PR,Polar,25
PGC118887,297.86,297.67,64.44,35.3,26.74,S0,PH,Host,25
PGC118887,295.17,296.54,111.12,75.55,113.35,S0,PH,Polar,25.5
NGC1209,1254.95,1254.7,453.42,179.53,173.05,S0-a,PR,Host,25
NGC1209,1242.53,1252.27,532.57,170.83,9.53,S0-a,PR,Polar,25
PGC1303870,263.29,263.43,51.03,31.39,13.53,S0-a,PH,Host,25
PGC1303870,263.14,264.29,59.5,51.08,115.41,S0-a,PH,Polar,25
SPRC70,101.69,103.98,36.86,10.86,104.81,S,PB,Host,25
SPRC70,103.03,102.35,19.44,17.85,2.69,S,PB,Polar,25
PGC924816,215.26,216.6,51.22,22.33,96.96,S0,PR,Host,25
PGC924816,215.38,217.88,40.31,35.96,176.39,S0,PR,Polar,25
PGC2565362,146.82,149.18,48.61,34.56,61.19,S,PR,Host,25
PGC2565362,143.64,149.83,68.67,16.81,139.47,S,PR,Polar,25
PGC071513,289.32,288.34,130.43,52.52,161.13,S,PR,Host,25.5
PGC071513,288.6,297.72,190.52,86.17,105.06,S,PR,Polar,26.5
PGC011950,341.24,342.61,82.37,30.78,53.84,S0,PH,Host,25
PGC011950,344.49,339.72,92.17,81.43,160.37,S0,PH,Polar,25
PGC465759,220.54,220.5,43.16,37.41,35.99,E,PR,Host,25
PGC465759,219.51,215.91,60.9,29.22,143.6,E,PR,Polar,25
PGC1361035,124.67,126.35,50.49,16.45,104,S,PR,Host,25
PGC1361035,125.69,128.13,51,20.11,156.18,S,PR,Polar,25.5
PGC1537863,247.01,248.74,88.87,40.8,0.7,S,PR,Host,25
PGC1537863,235,252.58,112.97,47.92,134.96,S,PR,Polar,26
PGC477385,210.6,210.44,33.97,20.12,133.16,S0-a,PR,Host,25
PGC477385,201.89,200.71,59.65,41.39,87.63,S0-a,PR,Polar,26
PGC420747,129.67,129.36,32.9,20.68,53.91,S,PR,Host,25
PGC420747,132.81,143.82,55.13,21.76,96.53,S,PR,Polar,25.5
PGC1275240,470.38,470.21,88.18,42.58,55.41,S0,PH,Host,25
PGC1275240,469.58,468.61,87.29,61.43,77.47,S0,PH,Polar,25
2MASXJ20563236-0034115,91.97,95.49,35.49,18.81,26.43,S,PR,Host,25.5
2MASXJ20563236-0034115,95.08,98.49,40.35,11.49,88.71,S,PR,Polar,25.5
PGC505326,197.42,197.52,46.79,37.77,171.07,E,PR,Host,25
PGC505326,198.69,197.54,38.02,11.86,95.56,E,PR,Polar,25
PGC2250406,226.15,226.3,56.06,25.53,68.33,S0-a,PR,Host,25
PGC2250406,222.16,234.57,61.43,58.15,71.06,S0-a,PR,Polar,25.5
SDSSJ124830.19+495611.6,150.21,155.7,58.53,27.42,91.19,S,PR,Host,25
SDSSJ124830.19+495611.6,149.86,152.85,70.6,20.38,32.72,S,PR,Polar,26
PGC103003,132.84,130.41,66.4,32.37,21.18,S,PR,Host,25.5
PGC103003,132.03,133.31,80.29,38.64,138.7,S,PR,Polar,27
WISEAJ231417.43+101502.6,79.07,80.5,33.52,11.59,127.63,S,PB,Host,25
WISEAJ231417.43+101502.6,78.39,79.81,21.63,16.92,47.56,S,PB,Polar,25
PGC1411544,228.11,227.87,52.47,37.01,112.06,S0,PH,Host,25
PGC1411544,228.45,227.96,60.26,50.58,37.15,S0,PH,Polar,25
PGC164817,166.87,166.57,59.7,50.46,146.11,E,PR,Host,25
PGC164817,166.59,167.29,59.93,21.34,43.86,E,PR,Polar,25
PGC2753764,304.41,307.7,97.18,51.43,171.84,S,PR,Host,25
PGC2753764,303,304.92,152.6,80.63,142.54,S,PR,Polar,26
